id,car_psafe,ebike_psafe,escoot_psafe,walk_psafe,car_psafe_l,ebike_psafe_l,escoot_psafe_l,walk_psafe_l
1,0.4921502683617421,-2.003162382503613,-1.228201938379461,-0.0174021260973906,6,4,4,6
2,0.62118517695134,-1.724435076124043,-0.8822304920161791,0.690058846217104,6,4,4,6
3,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
4,-0.05313703491544702,-2.233734822117763,-1.5366722223950102,-1.144042664235816,5,4,3,5
5,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
6,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
7,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
8,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
9,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
10,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
11,1.00327636241514,0.555436679922824,0.658997264820427,0.182832286680236,6,6,6,6
12,1.00327636241514,0.555436679922824,0.658997264820427,0.182832286680236,6,6,6,6
13,1.00327636241514,0.555436679922824,0.658997264820427,0.182832286680236,6,6,6,6
14,1.00327636241514,0.555436679922824,0.658997264820427,0.182832286680236,6,6,6,6
15,1.00327636241514,0.555436679922824,0.658997264820427,0.182832286680236,6,6,6,6
16,1.00327636241514,0.555436679922824,0.658997264820427,0.182832286680236,6,6,6,6
17,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
18,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
19,1.00327636241514,0.555436679922824,0.658997264820427,0.182832286680236,6,6,6,6
20,0.445200222084017,-2.017442041263346,-1.243787307636003,-0.048484210199846,6,4,4,6
21,0.48926453498947897,-3.139410651355056,-2.419492156936583,-1.4335897294958642,6,3,2,5
22,0.48926453498947897,-3.139410651355056,-2.419492156936583,-1.4335897294958642,6,3,2,5
23,0.48926453498947897,-3.139410651355056,-2.419492156936583,-1.4335897294958642,6,3,2,5
